aadb,2=嗷嗷待哺
rbkx,2=人不可貌相
rblg,2=日不落帝国
rbln,2=饶不了
rbqi,2=惹不起
rbqq,2=惹不起还躲不起
rbre,2=热不热
rbuv,2=如臂使指
rbvu,2=忍不住
rbwj,2=人不为己
rbxu,2=日薄西山
rbxx,2=容不下
rbzg,2=肉包子打狗
rcbi,2=人才辈出
rcey,2=如此而已
rcjj,2=人才济济
rckl,2=如此看来
rclk,2=人财两空
rcul,2=如此说来
rcvb,2=如此这般
rcvd,2=如此之多
rcvj,2=冗词赘句
rcxz,2=如此下作
rcyl,2=如此一来
rddb,2=人大代表
rddu,2=人多地少
rdem,2=任督二脉
rdhh,2=人多好干活
rdho,2=惹的祸
rdut,2=人定胜天
rduu,2=人地生疏
rduv,2=人多势众
rdvy,2=人道主义
rdwm,2=入地无门
rdyl,2=热带雨林
rdyu,2=热带鱼
rdzz,2=人多嘴杂
remj,2=日耳曼
rfcm,2=人非草木
rfpv,2=如法炮制
rfux,2=人非圣贤
rfyu,2=人浮于事
rggl,2=荣归故里
rghf,2=容光焕发
rghx,2=人工呼吸
rglm,2=人过留名
rglu,2=人过留名，雁过留声
rgly,2=热锅里的蚂蚁
rgmd,2=人高马大
rgqr,2=绕个圈
rgsq,2=如隔三秋
rguy,2=热锅上的蚂蚁
rgvn,2=人工智能
rgyu,2=日光浴
rgyv,2=人各有志
rgzh,2=如鲠在喉
rhfg,2=荣华富贵
rhgt,2=融会贯通
rhhu,2=热乎乎
rhit,2=热火朝天
rhjb,2=热乎劲
rhmj,2=如花美眷
rhmm,2=人海茫茫
rhrt,2=如火如荼
rhsy,2=如花似玉
rhty,2=如虎添翼
rhuh,2=如何是好
rhuu,2=惹火烧身
rhvb,2=如获至宝
rhvu,2=人海战术
ribn,2=日程表
rifw,2=入场费
riqr,2=入场券
rirz,2=如痴如醉
riuh,2=日常生活
riwh,2=人畜无害
riyv,2=如出一辙
rjae,2=忍饥挨饿
rjbh,2=如假包换
rjbj,2=忍俊不禁
rjdj,2=日进斗金
rjdl,2=人杰地灵
rjdy,2=人间地狱
rjfp,2=人间凡品
rjgx,2=人际关系
rjhv,2=人迹罕至
rjjv,2=人尽皆知
rjjx,2=日久见人心
rjpj,2=软键盘
rjqc,2=人尽其才
rjqr,2=如见其人
rjra,2=人见人爱
rjrl,2=若即若离
rjsk,2=如饥似渴
rjsq,2=如胶似漆
rjti,2=日久天长
rjuq,2=日久生情
rjvq,2=人间重晚晴
rjvu,2=人急智生
rjws,2=入境问俗
rjyh,2=人间烟火
rjyl,2=日积月累
rjyv,2=人皆有之
rklk,2=绕口令
rkmf,2=人困马乏
rlbb,2=如履薄冰
rldd,2=如临大敌
rlfg,2=人来疯
rlfo,2=如来佛
rlge,2=如雷贯耳
rlhy,2=热烈欢迎
rlll,2=人流量
rlpd,2=如履平地
rlrw,2=人来人往
rlry,2=任劳任怨
rlrz,2=揉了揉
rlsh,2=如狼似虎
rlsr,2=绕梁三日
rlut,2=扰乱视听
rluy,2=如临深渊
rlvh,2=人老珠黄
rlwj,2=日理万机
rlwl,2=人力物力
rlwm,2=人类文明
rlxj,2=人类学家
rlxt,2=人类学
rlxu,2=日落西山
rlyk,2=热泪盈眶
rlzl,2=肉烂在锅里
rmbi,2=人民币
rmdx,2=人民大学
rmfx,2=如梦方醒
rmgt,2=人命关天
rmgx,2=人脉关系
rmgy,2=人模狗样
rmif,2=如沐春风
rmix,2=如梦初醒
rmmm,2=软绵绵
rmra,2=若明若暗
rmsf,2=入木三分
rmth,2=人面桃花
rmtq,2=日暮途穷
rmux,2=人面兽心
rmvb,2=入幕之宾
rmvf,2=人民政府
rmvj,2=燃眉之急
rmwh,2=人满为患
rmyd,2=人莫予毒
rmyh,2=人民银行
rmyp,2=软磨硬泡
rmyu,2=戎马一生
rmyx,2=茹毛饮血
rmzb,2=如芒在背
rnli,2=忍耐力
rnsy,2=如你所愿
rnus,2=如鸟兽散
rnwa,2=日内瓦
rnxs,2=阮囊羞涩
rpiv,2=人怕出名猪怕壮
rqev,2=如期而至
rqlk,2=人去楼空
rqln,2=人情冷暖
rqmy,2=柔情蜜意
rqqq,2=热气球
rqrh,2=人前人后
rqrl,2=入情入理
rqrs,2=如泣如诉
rqsu,2=柔情似水
rqtt,2=热气腾腾
rqtu,2=忍气吞声
rqug,2=人情世故
rqvd,2=人穷志短
rqwq,2=人弃我取
rqww,2=人情味
rqyj,2=日清月结
rqyy,2=热情洋溢
rqzi,2=绕圈子
rqzr,2=任其自然
rrdv,2=人人得而诛之
rrfr,2=人若犯我，我必犯人
rrfu,2=如日方升
rrfv,2=忍辱负重
rrfw,2=人若犯我
rrhd,2=人人喊打
rrhh,2=热热乎乎
rrjv,2=人人皆知
rrnn,2=热热闹闹
rrpd,2=人人平等
rrqm,2=人如其名
rrqu,2=弱肉强食
rrtu,2=忍辱偷生
rruf,2=热热身
rruq,2=冉冉升起
rrvt,2=如日中天
rrvu,2=仁人志士
rrvv,2=认认真真
rrwj,2=如入无人之境
rrwl,2=软弱无力
rrwq,2=任人唯亲
rrwx,2=任人唯贤
rrxk,2=柔韧性
rryg,2=荣辱与共
rryy,2=日日夜夜
rryz,2=人人有责
rrzg,2=任人宰割
rrzw,2=人人自危
rsbs,2=人算不如天算
rsgv,2=人所共知
rsjy,2=乳酸菌
rskb,2=如丧考妣
rsle,2=热死了
rsrm,2=人死如灯灭
rsti,2=染色体
rsyx,2=日思夜想
rtcx,2=人同此心
rtga,2=忍痛割爱
rtma,2=人头马
rtsu,2=如图所示
rttg,2=热腾腾
rtuv,2=人头税
rubq,2=人善被人欺
rucg,2=入室操戈
rudf,2=人声鼎沸
rudu,2=人生地不熟
rugf,2=人神共愤
rugj,2=人身攻击
rujh,2=人生几何
rujv,2=如数家珍
rulu,2=人生路不熟
ruqt,2=弱势群体
rurh,2=人山人海
rurm,2=人生如梦
rurq,2=人生如棋
rusg,2=日上三竿
rusu,2=如上所述
rutg,2=人是铁饭是钢
ruuf,2=惹是生非
ruvf,2=如释重负
ruwg,2=人谁无过
ruyl,2=日晒雨淋
ruyv,2=人是衣妆
ruzu,2=人生在世
rvci,2=肉中刺
rvcq,2=任重才轻
rvdg,2=柔中带刚
rvdy,2=任重道远
rvey,2=任重而道远
rviq,2=人之常情
rviu,2=人之初，性本善
rvjr,2=仁者见仁
rvjs,2=人之将死
rvju,2=人之将死，其言也善
rvls,2=热胀冷缩
rvlu,2=软着陆
rvrz,2=绕指柔
rvvl,2=人中之龙
rvwm,2=日臻完美
rvwu,2=日臻完善
rvyj,2=仁至义尽
rvyu,2=仁者乐山
rwcs,2=人为财死
rwdl,2=人文地理
rwdr,2=人为刀俎，我为鱼肉
rwgl,2=人往高处走，水往低处流
rwkr,2=忍无可忍
rwlj,2=任务栏
rwqu,2=若无其事
rwrl,2=人五人六
rwwr,2=人无完人
rwxu,2=润物细无声
rwyq,2=人微言轻
rwyr,2=人外有人
rwyt,2=融为一体
rwyy,2=人无远虑，必有近忧
rwzi,2=绕弯子
rxbg,2=人心不古
rxbx,2=人心不足蛇吞象
rxdc,2=人行道
rxft,2=热血沸腾
rxgd,2=人小鬼大
rxgp,2=人心隔肚皮
rxhd,2=人行横道
rxhh,2=人心惶惶
rxhx,2=人性化
rxnc,2=人心难测
rxql,2=日行千里
rxqy,2=人心齐泰山移
rxrg,2=柔心弱骨
rxru,2=仁心仁术
rxss,2=入乡随俗
rxsx,2=人心所向
rxun,2=任贤使能
rxvn,2=瑞雪兆丰年
rxwg,2=乳臭未干
rxxb,2=人心向背
rxyy,2=日新月异
rycl,2=日夜操劳
ryct,2=日月蹉跎
rydd,2=仁义道德
rydf,2=人有旦夕祸福
rydu,2=如鱼得水
ryev,2=如约而至
ryfq,2=饶有风趣
ryft,2=肉眼凡胎
rygh,2=日月光华
ryhl,2=人欲横流
ryji,2=日夜兼程
ryjq,2=锐意进取
ryju,2=软硬兼施
ryjx,2=如意吉祥
ryjy,2=日以继夜
rykw,2=人言可畏
rylx,2=仁义礼智信
rymf,2=人仰马翻
rypb,2=日用品
ryqf,2=人以群分
ryqq,2=任意球
ryrf,2=忍一忍
ryrs,2=日月如梭
ryrv,2=若要人不知
ryrw,2=若有若无
ryrx,2=若隐若现
rysj,2=人有三急
rysm,2=日有所思，夜有所梦
rysp,2=如意算盘
ryss,2=若有所思
rysu,2=若有所失
rysx,2=如影随形
ryti,2=日益突出
rytj,2=日月潭
ryvi,2=如蝇逐臭
rywh,2=容易忘
rywu,2=如烟往事
rywx,2=软玉温香
ryxi,2=日月星辰
ryxq,2=饶有兴趣
ryxu,2=人烟稀少
ryxv,2=饶有兴致
ryyi,2=如愿以偿
ryyv,2=日益严重
ryyy,2=人云亦云
rzdm,2=人走灯灭
rzgz,2=认祖归宗
rzif,2=如坐春风
rzil,2=人走茶凉
rzjh,2=人赃俱获
rzjj,2=人在江湖，身不由己
rzkj,2=孺子可教
rznq,2=孺子牛
rzvv,2=如坐针毡
rzwt,2=人在屋檐下，不得不低头
rzwx,2=人在屋檐下
rzyz,2=荣宗耀祖
rzzf,2=认贼作父
sbbb,2=三步并作两步
sbda,2=斯巴达
sbdc,2=三班倒
sbdk,2=斯巴达克
sbdy,2=随波荡漾
sbhg,2=死不悔改
sbho,2=三把火
sbji,2=所不及
sbkn,2=俗不可耐
sblh,2=三百六十行
sbmm,2=死不瞑目
sbni,2=随便你
sbqu,2=三部曲
sbsr,2=算不算
sbuh,2=算不上
sbvj,2=损兵折将
sbvl,2=随波逐流
sbxl,2=四不像
sbxu,2=素不相识
sbyk,2=色不异空
sbyr,2=虽败犹荣
sbyu,2=三步一岗，五步一哨
sbyy,2=散兵游勇
sbzi,2=腮帮子
sbzx,2=死不足惜
scbl,2=色彩斑斓
scbu,2=三寸不烂之舌
scjl,2=三寸金莲
scsd,2=三从四德
scvu,2=三寸之舌
scxu,2=似曾相识
sdbt,2=色胆包天
sdfd,2=似懂非懂
sdfm,2=四大发明
sdgm,2=斯德哥尔摩
sdim,2=扫地出门
sdjk,2=四大皆空
sdjl,2=三等奖
sdle,2=死定了
sdlq,2=随大流
sdlt,2=死到临头
sdmv,2=四大名著
sdqs,2=死得其所
sdtz,2=死对头
sduj,2=锁定胜局
sduv,2=所得税
sdvu,2=僧多粥少
sdxx,2=私底下
sdyi,2=搔到痒处
sefu,2=死而复生
sehy,2=死而后已
sewd,2=萨尔瓦多
sewh,2=死而无憾
sewy,2=塞尔维亚
sfeq,2=随风而去
sfeu,2=随风而逝
sfju,2=司法局
sfqm,2=私房钱
sfqy,2=随风潜入夜
sfsc,2=三番四次
sfsx,2=送佛送到西
sftm,2=三伏天
sfvd,2=随风转舵
sfve,2=三分之二
sfvs,2=三分钟
sfvy,2=三分之一
sfwc,2=三番五次
sfwl,2=四分五裂
sfxg,2=三分像人，七分像鬼
sgby,2=三更半夜
sgdl,2=三国鼎立
sgdu,2=三个多小时
sgdv,2=三个多钟
sgdy,2=三个多月
sgfs,2=损公肥私
sghi,2=三个和尚没水吃
sgij,2=三个臭皮匠
sgld,2=苏格拉底
sglj,2=苏格兰
sglp,2=三姑六婆
sgml,2=三顾茅庐
sgvi,2=三国志
sgvl,2=赛过诸葛亮
sgvt,2=三个钟头
sgwi,2=三纲五常
sgxq,2=三个星期
sgxu,2=三个小时
sgyt,2=四个月
sgyy,2=三国演义
sgzi,2=四个字
shbx,2=死活不信
shfr,2=死灰复燃
shjl,2=松花江
shju,2=随行就市
shla,2=撒哈拉
shqp,2=三魂七魄
shsu,2=四环素
shsy,2=岁寒三友
shts,2=死胡同
shuh,2=索贿受贿
shuo,2=俗话说
shup,2=四海升平
shvd,2=四海之内皆兄弟
shwd,2=三皇五帝
shwj,2=四海为家
shws,2=三呼万岁
shyj,2=四海一家
sidx,2=四川大学
sigd,2=搜肠刮肚
sikj,2=随处可见
sild,2=三长两短
siqf,2=思潮起伏
siug,2=四川省
sivl,2=丝绸之路
sjcd,2=私家菜
sjdu,2=四季度
sjhh,2=三句话不离本行
sjhx,2=三句话
sjit,2=四脚朝天
sjjd,2=所见即所得
sjjl,2=三教九流
sjlt,2=所见略同
sjqa,2=三聚氰胺
sjqk,2=三缄其口
sjqr,2=丧家犬
sjri,2=四季如春
sjsb,2=耸肩缩背
sjsd,2=随叫随到
sjsw,2=所见所闻
sjtl,2=丧尽天良
sjvq,2=丧家之犬
sjyb,2=随机应变
sjyx,2=送旧迎新
skjg,2=司空见惯
sksi,2=萨克斯
skti,2=思考题
skyu,2=随口一说
slba,2=算了吧
slbj,2=酸了吧唧
slfk,2=斯洛伐克
slgr,2=三连冠
slie,2=三轮车
sljd,2=三六九等
slke,2=斯洛克
slkq,2=松了口气
slla,2=塞拉利昂
sllk,2=斯里兰卡
sllq,2=酸溜溜
slmf,2=所罗门
slnj,2=苏里南
slnr,2=色厉内荏
slqd,2=四轮驱动
slqu,2=死里求生
slsj,2=耸了耸肩
slsr,2=算了算
sltu,2=死里逃生
slwu,2=三令五申
slwy,2=斯洛文尼亚
slxq,2=思来想去
slyq,2=松了一口气
slyr,2=司令员
slyt,2=死路一条
slzu,2=撒拉族
smbf,2=四面八方
smdy,2=死马当活马医
smig,2=四面楚歌
smjt,2=四目交投
smli,2=索马里
smmi,2=色眯眯
smni,2=岁末年初
smnv,2=驷马难追
smpu,2=素昧平生
smvi,2=三明治
smvx,2=司马昭之心
smxd,2=四目相对
smyi,2=扫描仪
snbv,2=三年不开张
snjb,2=死脑筋
snje,2=塞内加尔
snji,2=四年级
snke,2=斯诺克
snqy,2=三年清知府，十万雪花银
spbw,2=四平八稳
spll,2=死皮赖脸
splm,2=撕破脸
splp,2=撕破脸皮
spls,2=塞浦路斯
spnv,2=撒泡尿照照
sqbl,2=死乞白赖
sqdh,2=俗气得很
sqey,2=三七二十一
sqhl,2=死去活来
sqii,2=死气沉沉
sqkd,2=三七开
sqld,2=算起来
sqqn,2=死翘翘
sqrg,2=丧权辱国
sqsq,2=三妻四妾
sqxh,2=思前想后
sqyi,2=三缺一
srih,2=三人成虎
srlj,2=损人利己
srqj,2=肃然起敬
srqy,2=思如泉涌
srsh,2=色若死灰
srtw,2=耸人听闻
srxu,2=三人行，必有我师
ssbb,2=随随便便
ssbt,2=四散奔逃
ssex,2=三思而行
ssfd,2=瑟瑟发抖
ssff,2=四四方方
sskk,2=松松垮垮
ssll,2=三三两两
ssnn,2=岁岁年年
ssnt,2=岁岁年年人不同
ssrk,2=丝丝入扣
sssv,2=三四岁
sssx,2=所思所想
ssui,2=三四十
ssxd,2=三岁小孩都知道
ssxh,2=三岁小孩
ssyq,2=搜索引擎
ssyu,2=虽死犹生
stbd,2=四通八达
stbq,2=四体不勤
stdw,2=三天打鱼，两天晒网
stdy,2=三天打鱼
stfx,2=斯坦福大学
stkl,2=酸甜苦辣
stkx,2=酸甜苦辣咸
stlb,2=三头六臂
stlt,2=三天两头
stlu,2=三条路
stsn,2=缩头缩脑
stsw,2=三天三夜说不完
subg,2=撒手不管
subh,2=四十不惑
subj,2=四时八节
suef,2=似是而非
suel,2=三十而立
sueq,2=撒手而去
suer,2=塞舌尔
sufh,2=随声附和
suho,2=私生活
sulj,2=三十六计
sumf,2=送上门
suml,2=送上门来
sunh,2=似水年华
sunl,2=随手拈来
sunv,2=私生女
sunz,2=搔首弄姿
surh,2=撒手人寰
surq,2=似水柔情
susd,2=随时随地
susj,2=缩手缩脚
sutk,2=随身听
sutt,2=四世同堂
suwd,2=碎尸万段
suwj,2=所剩无几
suwl,2=死水微澜
suwr,2=四舍五入
suyx,2=三生有幸
suzi,2=私生子
svbh,2=四肢百骸
svbt,2=死猪不怕开水烫
svel,2=随之而来
svgx,2=丝竹管弦
svjl,2=三贞九烈
svqu,2=三战全胜
svsj,2=速战速决
svwl,2=四肢无力
swdv,2=死无对证
swiq,2=三五成群
swjd,2=肆无忌惮
swks,2=孙悟空
swlv,2=死亡率
swqu,2=死无全尸
swsd,2=斯文扫地
swsv,2=四五岁
swui,2=四五十
swul,2=斯威士兰
swum,2=塞翁失马
swyc,2=算无遗策
swyl,2=送往迎来
swyt,2=三位一体
swzd,2=死无葬身之地
sxbg,2=死性不改
sxbk,2=丧心病狂
sxey,2=三心二意
sxfx,2=似笑非笑
sxji,2=四星级
sxjj,2=思想境界
sxjx,2=思想家
sxlf,2=撕心裂肺
sxli,2=私下里
sxpm,2=所向披靡
sxrk,2=思贤如渴
sxsy,2=随心所欲
sxtd,2=死心塌地
sxui,2=三小时
sxuu,2=私相授受
sxwd,2=所向无敌
sxwe,2=三下五除二
sxwq,2=思绪万千
sxww,2=色香味
sxxk,2=思想性
sxyj,2=死心眼
sxym,2=夙兴夜寐
sxzn,2=私心杂念
syal,2=死于安乐
sybr,2=岁月不饶人
sydx,2=所以动心忍性
syea,2=随遇而安
syff,2=四月份
syfg,2=塞牙缝
syfm,2=死于非命
syhx,2=私有化
syju,2=所言极是
syly,2=三言两语
symz,2=死要面子
syne,2=所以呢
syqr,2=所有权
syqy,2=私营企业
syrj,2=所以然
syrr,2=岁月荏苒
syrs,2=岁月如梭
syun,2=所以说呢
syuo,2=所以说
syww,2=肆意妄为
sywx,2=死亦为鬼雄
syxk,2=随意性
syyg,2=死有余辜
szbf,2=孙子兵法
szdi,2=所在地
szdl,2=三足鼎立
szjk,2=三字经
szsw,2=所作所为
sztd,2=色字头上一把刀
szyj,2=嗓子眼
tabp,2=凸凹不平
tbck,2=坦白从宽
tbco,2=挺不错
tbcr,2=投笔从戎
tbdi,2=螳臂当车
tbdj,2=坦白地讲
tbdl,2=天崩地裂
tbds,2=听不懂
tbdu,2=太不懂事
tbdz,2=填饱肚子
tbgo,2=通不过
tbjj,2=太不讲究
tbjm,2=听不见
tbjq,2=听不进去
tbjy,2=头把交椅
tbjz,2=添兵减灶
tbku,2=脱不开身
tble,2=太棒了
tblj,2=挑拨离间
tblu,2=土八路
tbqi,2=听不清楚
tbsu,2=退避三舍
tbsy,2=推本溯源
tbtg,2=疼不疼
tbtj,2=天兵天将
tbtk,2=听不听
tbts,2=痛不痛
tbtt,2=头版头条
tbuh,2=谈不上
tbvi,2=恬不知耻
tbvl,2=推波助澜
tbwj,2=土崩瓦解
tbwz,2=提笔忘字
tbxd,2=同胞兄弟
tbxh,2=太不像话
tbxl,2=同病相怜
tbxq,2=特别行政区
tbxx,2=太不小心
tbyk,2=铁板一块
tbyu,2=痛不欲生
tbzm,2=天不作美
tcdb,2=天材地宝
tchm,2=图财害命
tcry,2=天从人愿
tdhq,2=跳到黄河洗不清
tdil,2=推倒重来
tdiq,2=天道酬勤
tdjl,2=贪多嚼不烂
tdle,2=太多了
tdll,2=挑大梁
tdlp,2=天打雷劈
tdlx,2=天地良心
tdqu,2=舔犊情深
tdst,2=痛定思痛
tdul,2=荼毒生灵
tdwh,2=天打五雷轰
tdwy,2=贪得无厌
tdyc,2=天妒英才
tdyv,2=挑灯夜战
tdzk,2=添丁增口
tebw,2=听而不闻
teby,2=痛而不言
tegv,2=推而广之
tehv,2=堂而皇之
tejw,2=退而结网
teqc,2=退而求其次
teqi,2=土耳其
tezx,2=铤而走险
tfbx,2=通风报信
tfdf,2=天翻地覆
tfid,2=头发长见识短
tfjb,2=太费劲
tfju,2=挑肥拣瘦
tfjy,2=听风就是雨
tflx,2=条分缕析
tfmj,2=突飞猛进
tfqx,2=突发奇想
tfvg,2=天府之国
tfwj,2=铁饭碗
tfxk,2=突发性
tfyb,2=天赋异禀
tfym,2=同父异母
tfyt,2=天方夜谭
tgbi,2=同工不同酬
tgdd,2=天公地道
tgdh,2=天高地厚
tgdv,2=天干地支
tgdy,2=天高地远
tgfl,2=太过分了
tggk,2=同甘共苦
tghk,2=天高海阔
tghl,2=退耕还林
tghy,2=天高皇帝远
tgji,2=铁公鸡
tgjl,2=偷工减料
tgle,2=太贵了
tglj,2=谈古论今
tgml,2=天刚蒙蒙亮
tgnx,2=吐故纳新
tgqf,2=痛改前非
tgrf,2=天高任鸟飞
tgti,2=同工同酬
tgwl,2=贪官污吏
tgxk,2=提个醒
tgyb,2=铁观音
tgye,2=涂改液
tgyf,2=天各一方
tgyh,2=韬光养晦
tgyj,2=同归于尽
thbj,2=天花板
thbv,2=蜕化变质
thda,2=天昏地暗
thdl,2=天荒地老
thgd,2=醍醐灌顶
thgn,2=偷换概念
thjb,2=钛合金
thle,2=太好了
thlj,2=谈婚论嫁
thll,2=桃红柳绿
thlu,2=土豪劣绅
thlv,2=天花乱坠
thnh,2=徒呼奈何
thnv,2=头昏脑涨
thpv,2=通货膨胀
thry,2=谈何容易
thsb,2=投怀送抱
thtv,2=拖后腿
thwd,2=挺好玩的
thwl,2=太好玩了
thyg,2=铁画银钩
thyh,2=头昏眼花
thyl,2=太好用了
thyx,2=昙花一现
thyy,2=桃花运
tibv,2=推崇备至
tidb,2=天差地别
tidj,2=天长地久
tidk,2=同仇敌忾
tidy,2=天差地远
tigv,2=同床共枕
tigx,2=突出贡献
tiiv,2=铁杵成针
tiix,2=推陈出新
tijg,2=统筹兼顾
tijj,2=同场竞技
timv,2=铁杵磨成针
tirj,2=天长日久
titv,2=同吃同住
tity,2=铁齿铜牙
tiut,2=逃出生天
tivd,2=突出重点
tixd,2=坦诚相待
tixf,2=痛彻心扉
tiym,2=同床异梦
tizo,2=天秤座
tjbl,2=天机不可泄露
tjbm,2=偷鸡不着蚀把米
tjdb,2=投机倒把
tjdx,2=同济大学
tjdy,2=天经地义
tjhj,2=讨价还价
tjhq,2=跳进黄河洗不清
tjjl,2=团结就是力量
tjjr,2=推己及人
tjkt,2=塔吉克斯坦
tjkz,2=塔吉克族
tjmg,2=偷鸡摸狗
tjpx,2=天将破晓
tjqq,2=投机取巧
tjqr,2=太极拳
tjsd,2=田径赛
tjvm,2=脱缰之马
tjvr,2=头角峥嵘
tjxu,2=投井下石
tjyh,2=听君一席话
tjzu,2=土家族
tkbq,2=填空补缺
tkei,2=脱口而出
tklg,2=塔克拉玛干
tkll,2=痛快淋漓
tklt,2=痛哭流涕
tkmt,2=土库曼斯坦
tkvd,2=特快专递
tlai,2=谈恋爱
tlbh,2=螳螂捕蝉，黄雀在后
tlbi,2=螳螂捕蝉
tlbx,2=桃李不言，下自成蹊
tldw,2=天罗地网
tldx,2=特立独行
tlfj,2=吐鲁番
tlhd,2=挺厉害
tlhl,2=涕泪横流
tlht,2=拖了后腿
tlhv,2=偷梁换柱
tlhw,2=同流合污
tlhz,2=通力合作
tlji,2=拖拉机
tlju,2=铁路局
tlkh,2=脱离苦海
tlkq,2=叹了口气
tlld,2=体力劳动
tlle,2=太累了
tlmx,2=桃李满天下
tlng,2=特立尼达和多巴哥
tlnr,2=天理难容
tlrf,2=同龄人
tlrq,2=天理人情
tlsi,2=托拉斯
tltj,2=谈了谈
tltm,2=舔了舔
tltq,2=挑来挑去
tltv,2=推了推
tluj,2=脱离实际
tlvj,2=屠龙之技
tlvl,2=天伦之乐
tlvu,2=天籁之声
tlvv,2=天理昭昭
tlvy,2=天籁之音
tlwf,2=徒劳往返
tlwg,2=徒劳无功
tlwy,2=徒劳无益
tlxb,2=铁了心
tlxf,2=袒露心扉
tlxi,2=跳梁小丑
tlzi,2=捅娄子
tmbg,2=图谋不轨
tmbw,2=天命不可违
tmde,2=他妈的
tmfw,2=捅马蜂窝
tmgi,2=土木工程
tmle,2=太慢了
tmml,2=天蒙蒙亮
tmvn,2=天命之年
tmws,2=铁面无私
tmxr,2=贪慕虚荣
tmxz,2=唾沫星子
tnbk,2=糖尿病
tndb,2=天南地北
tndu,2=拖泥带水
tnfr,2=头脑发热
tnhb,2=天南海北
tnjd,2=头脑简单
tnqw,2=探囊取物
tnry,2=天怒人怨
tnsi,2=突尼斯
tpdd,2=调皮捣蛋
tpfu,2=通配符
tpjm,2=太平间
tpkz,2=突破口
tptf,2=踏破铁鞋无觅处，得来全不费工夫
tpvf,2=脱贫致富
tpxk,2=突破性
tpxl,2=头破血流
tpyh,2=太平洋
tqbx,2=图穷匕见
tqdc,2=跆拳道
tqdl,2=通情达理
tqfy,2=探亲访友
tqgd,2=挺奇怪的
tqiu,2=听清楚
tqjx,2=探亲假
tqky,2=投亲靠友
tqld,2=听起来
tqll,2=提前量
tqlv,2=同气连枝
tqsh,2=投其所好
tqtb,2=铜墙铁壁
tqua,2=谈情说爱
tqxb,2=同情心
tqyj,2=听其言
tqym,2=吐气扬眉
tqyx,2=听其言而观其行
tqzr,2=听其自然
trdb,2=体弱多病
trey,2=同日而语
trgj,2=天人共鉴
trgs,2=痛入骨髓
trhy,2=天人合一
triv,2=泰然处之
trmd,2=坦然面对
trmi,2=甜如蜜
trqi,2=天然气
trql,2=突如其来
trqu,2=天然去雕饰
truv,2=坦然受之
trvb,2=天壤之别
tryj,2=讨人厌
tryl,2=天若有情天亦老
trzr,2=泰然自若
tsfv,2=胎死腹中
tsgp,2=兔死狗烹
tshb,2=兔死狐悲
tsjs,2=挑三拣四
tsny,2=坦桑尼亚
tsry,2=天随人愿
tstt,2=太岁头上动土
tswq,2=童叟无欺
tsyd,2=通俗易懂
tszs,2=推三阻四
ttba,2=忐忑不安
ttbf,2=谈吐不凡
ttbj,2=滔滔不绝
ttbl,2=投桃报李
ttdc,2=饕餮大餐
ttdd,2=坦坦荡荡
ttde,2=妥妥的
ttdm,2=条条大路通罗马
ttdz,2=滔天大罪
ttez,2=塔塔尔族
ttgg,2=坛坛罐罐
ttgu,2=退堂鼓
tthg,2=脱胎换骨
tthh,2=堂堂皇皇
tthr,2=偷天换日
ttij,2=土特产
ttji,2=推土机
ttjj,2=挑挑拣拣
ttjk,2=凸透镜
ttkk,2=痛痛快快
ttle,2=淘汰了
ttlg,2=亭台楼阁
ttll,2=拖拖拉拉
ttmm,2=偷偷摸摸
ttnr,2=头疼脑热
ttqi,2=通通气
ttrw,2=体贴入微
tttn,2=探头探脑
tttr,2=剃头挑子一头热
tttt,2=吞吞吐吐
ttud,2=头头是道
ttuf,2=提提神
ttut,2=吐吐舌头
ttuu,2=踏踏实实
ttvg,2=贪天之功
ttvr,2=团团转
ttvv,2=堂堂正正
ttwu,2=踢踏舞
ttxd,2=替天行道
ttxu,2=天天向上
ttyj,2=头痛医头，脚痛医脚
ttyl,2=亭亭玉立
ttym,2=听天由命
ttyt,2=头痛医头
ttyy,2=团团圆圆
tubb,2=天上不会掉馅饼
tubd,2=泰山北斗
tudb,2=天上掉馅饼
tudh,2=天时地利人和
tudx,2=听说读写
tuei,2=挺身而出
tugo,2=听说过
tugr,2=图书馆
tugs,2=同生共死
tukd,2=唾手可得
tulv,2=天生丽质
tups,2=贪生怕死
tuqk,2=特殊情况
tusc,2=唐诗宋词
tusg,2=台上三分钟，台下十年功
tutr,2=同是天涯沦落人
tutv,2=土生土长
tuwl,2=投石问路
tuwy,2=天生我材必有用
tuyd,2=天生一对
tuyi,2=太师椅
tuyw,2=天生尤物
tvbq,2=停滞不前
tvdm,2=天诛地灭
tvdv,2=天知地知
tvgj,2=同舟共济
tvjq,2=头重脚轻
tvjw,2=添砖加瓦
tvjy,2=添枝加叶
tvjz,2=天之骄子
tvlj,2=通知栏
tvlm,2=天真烂漫
tvlv,2=通胀率
tvmf,2=涂脂抹粉
tvru,2=铁证如山
tvrv,2=听之任之
tvvj,2=弹指之间
tvwx,2=天真无邪
tvwy,2=天助我也
tvyt,2=投之以桃
tvyy,2=逃之夭夭
twbm,2=图文并茂
twdl,2=天文地理
twer,2=天无二日
twfh,2=贪污腐化
twfx,2=天外飞仙
twgv,2=叹为观止
twhh,2=天网恢恢
twhx,2=题外话
twji,2=体温计
twjl,2=天无绝人之路
twkt,2=退无可退
twle,2=太晚了
twlk,2=天外来客
twlp,2=天王老子都不怕
twlu,2=图瓦卢
twlz,2=天王老子
