aaba,1=阿爸
sybr,1=岁月不饶人
sycx,1=荪
sydx,1=所以动心忍性
syea,1=随遇而安
syer,1=孙儿
syff,1=四月份
syfg,1=塞牙缝
syfm,1=死于非命
syfr,1=损
syhc,1=损耗
syhd,1=损害
syhk,1=损坏
syhv,1=损毁
syhx,1=私有化
syju,1=所言极是
syly,1=三言两语
symu,1=榫
symz,1=死要面子
syne,1=所以呢
synv,1=孙女
syqr,1=所有权
syqx,1=狲
syqy,1=私营企业
syrf,1=损人
syrj,1=所以然
syrr,1=岁月荏苒
syrs,1=岁月如梭
syru,1=隼
syuh,1=损伤
syui,1=损失
syun,1=所以说呢
syuo,1=所以说
syvy,1=笋
syww,1=肆意妄为
sywx,1=死亦为鬼雄
syxk,1=随意性
syxl,1=飧
syyg,1=死有余辜
syyi,1=损益
syyz,1=损友
syzi,1=孙子
syzx,1=孙
szbf,1=孙子兵法
szbu,1=搜捕
szcg,1=蒐
szcw,1=薮
szdc,1=搜到
szdi,1=所在地
szdl,1=三足鼎立
szdy,1=溲
szfw,1=擞
szfy,1=搜
szgx,1=搜刮
szgy,1=廋
szgz,1=搜狗
szhu,1=搜狐
szia,1=搜查
sziu,1=搜出
sziy,1=螋
szji,1=搜集
szjk,1=三字经
szjn,1=搜缴
szjq,1=搜救
szjy,1=锼
szkr,1=嗽
szku,1=嗾
szky,1=嗖
szlo,1=搜罗
szoy,1=瞍
szpy,1=叟
szso,1=搜索
szsw,1=所作所为
sztd,1=色字头上一把刀
szuf,1=搜身
szuy,1=馊
szvy,1=艘
szww,1=馊味
szxy,1=搜寻
szyj,1=嗓子眼
taax,1=鳎
tabb,1=它
tabj,1=踏板
tabp,1=凸凹不平
tabu,1=踏步
tadk,1=塔顶
tadx,1=漯
tafa,1=挞伐
tafh,1=塌方
tafu,1=拓
tafz,1=挞
tagk,1=鞳
taiy,1=踏春
tajb,1=踏进
tajm,1=塔尖
takk,1=嗒
taks,1=踏空
tamf,1=他们
tamx,1=阘
tamz,1=闼
tany,1=她
tapk,1=踏平
tapx,1=褟
taqr,1=獭
tarf,1=他人
tari,1=他日
tary,1=他
tatk,1=塔
tatx,1=塌
taua,1=他杀
tauh,1=踏上
taui,1=踏实
tauo,1=沓
tave,1=踏着
taxm,1=塌陷
taxt,1=踏雪
tazj,1=趿
tazo,1=踏
tazu,1=踏足
tazx,1=蹋
tbck,1=坦白从宽
tbco,1=挺不错
tbcr,1=投笔从戎
tbdi,1=螳臂当车
tbdj,1=坦白地讲
tbdl,1=天崩地裂
tbds,1=听不懂
tbdu,1=太不懂事
tbdz,1=填饱肚子
tbgo,1=通不过
tbjj,1=太不讲究
tbjm,1=听不见
tbjq,1=听不进去
tbjy,1=头把交椅
tbjz,1=添兵减灶
tbku,1=脱不开身
tble,1=太棒了
tblj,1=挑拨离间
tblu,1=土八路
tbqi,1=听不清楚
tbsu,1=退避三舍
tbsy,1=推本溯源
tbtg,1=疼不疼
tbtj,1=天兵天将
tbtk,1=听不听
tbts,1=痛不痛
tbtt,1=头版头条
tbuh,1=谈不上
tbvi,1=恬不知耻
tbvl,1=推波助澜
tbwj,1=土崩瓦解
tbwz,1=提笔忘字
tbxd,1=同胞兄弟
tbxh,1=太不像话
tbxl,1=同病相怜
tbxq,1=特别行政区
tbxx,1=太不小心
tbyk,1=铁板一块
tbyu,1=痛不欲生
tbzm,1=天不作美
tcbc,1=淘宝
tcbi,1=逃避
tcbk,1=逃兵
tccf,1=萄
tcci,1=陶瓷
tccj,1=套餐
tccr,1=逃窜
tcdb,1=天材地宝
tcdc,1=逃到
tcdd,1=洮
tcdf,1=淘
tcdj,1=滔
tcds,1=套
tcdy,1=逃遁
tcef,1=陶
tcey,1=鼗
tcfa,1=讨伐
tcff,1=掏粪
tcfh,1=焘
tcfj,1=逃犯
tcgo,1=逃过
tcgy,1=弢
tchc,1=讨好
tchl,1=逃荒
tchm,1=图财害命
tchr,1=讨还
tchs,1=桃红
tchv,1=讨回
tchx,1=桃花
tchy,1=逃婚
tciu,1=掏出
tcjb,1=淘金
tcjm,1=套间
tcjn,1=讨教
tckd,1=叨
tcke,1=逃课
tckf,1=啕
tckl,1=饕
tcks,1=掏空
tclc,1=套牢
tcli,1=逃离
tclt,1=韬略
tclu,1=套路
tcly,1=讨论
tcmc,1=梼
tcmd,1=桃
tcmf,1=𫘦
tcmi,1=淘米
tcmk,1=逃命
tcmo,1=掏摸
tcni,1=逃匿
tcnj,1=逃难
tcpc,1=逃跑
tcpn,1=逃票
tcqi,1=淘气
tcqm,1=掏钱
tcqu,1=套取
tcrc,1=讨饶
tcrf,1=桃仁
tcry,1=天从人愿
tcse,1=桃色
tcsf,1=绹
tcsm,1=绦
tctc,1=滔滔
tctd,1=淘汰
tctm,1=滔天
tcto,1=逃脱
tctp,1=饕餮
tcug,1=逃生
tcuh,1=套上
tcuu,1=桃树
tcuv,1=逃税
tcvd,1=讨债
tcve,1=套着
tcvl,1=套装
tcvu,1=套住
tcwh,1=逃亡
tcwj,1=韬
tcxb,1=掏心
tcxi,1=淘洗
tcxj,1=慆
tcxm,1=套现
tcxt,1=逃学
tcyc,1=讨要
tcye,1=陶冶
tcyi,1=逃逸
tcyj,1=讨厌
tcyr,1=桃园
tcys,1=套用
tczd,1=套在
tczi,1=桃子
tczv,1=陶醉
tczz,1=逃走
tdak,1=鲐
tdbc,1=台胞
tdbf,1=太笨
tdbi,1=台币
tdbu,1=太不
tdbw,1=台北
tdci,1=台词
tdcj,1=太惨
tdck,1=苔
tdct,1=薹
tdcu,1=太粗
tdda,1=太大
tddd,1=太
tddg,1=台灯
tddi,1=太低
tddo,1=太多
tddr,1=太短
tdds,1=台东
tddt,1=汰
tddu,1=态度
tddz,1=泰斗
tder,1=胎儿
tdfg,1=台风
tdfj,1=太烦
tdfk,1=抬
tdfu,1=泰
tdgc,1=太高
tdgh,1=抬杠
tdgl,1=太广
tdgo,1=泰国
tdgs,1=太公
tdgv,1=太贵
tdhc,1=太好
tdhd,1=台海
tdhf,1=太狠
tdhk,1=太坏
tdhq,1=跳到黄河洗不清
tdhu,1=太湖
tdhw,1=太黑
tdhz,1=太后
tdia,1=太差
tdic,1=太吵
tdih,1=太长
tdii,1=太迟
tdil,1=推倒重来
tdiq,1=天道酬勤
tdiu,1=抬出
tdiz,1=太丑
tdjb,1=太近
tdji,1=太极
tdjl,1=贪多嚼不烂
tdjm,1=太监
tdjn,1=胎教
tdjp,1=台阶
tdjq,1=太久
tdjt,1=钛
tdju,1=抬举
tdjx,1=抬价
tdjy,1=太君
tdkk,1=太快
tdkl,1=太狂
tdkr,1=太宽
tdks,1=太空
tdkt,1=呔
tdku,1=太苦
tdky,1=太困
tdlc,1=太老
tdle,1=太多了
tdlg,1=太冷
tdli,1=台历
tdlj,1=太懒
tdll,1=挑大梁
tdlp,1=天打雷劈
tdlr,1=太乱
tdlw,1=太累
tdlx,1=天地良心
tdmc,1=胎毛
tdmh,1=太忙
tdmj,1=太慢
tdmk,1=骀
tdmm,1=台面
tdmw,1=太美
tdnj,1=太难
tdok,1=胎
tdot,1=肽
tdph,1=太胖
tdpj,1=胎盘
tdpk,1=太平
tdpo,1=太婆
tdqi,1=抬起
tdql,1=太强
tdqq,1=台球
tdqr,1=泰拳
tdqs,1=太穷
tdqu,1=舔犊情深
tdre,1=太热
tdrj,1=泰然
tdro,1=太弱
tdse,1=邰
tdsh,1=炱
tdsk,1=台
tdst,1=痛定思痛
tdsv,1=太岁
tdtd,1=太太
tdtv,1=抬腿
tdtx,1=态
tdtz,1=抬头
tdua,1=太傻
tduc,1=太少
tduf,1=太深
tduh,1=台上
tdui,1=台式
tduj,1=泰山
tdul,1=荼毒生灵
tdvd,1=太窄
tdve,1=抬着
tdvh,1=台账
tdvs,1=太重
tdwh,1=天打五雷轰
tdwj,1=台湾
tdww,1=太尉
tdwy,1=贪得无厌
tdxm,1=苔藓
tdxn,1=太小
tdxx,1=台下
tdyb,1=太阴
tdyc,1=天妒英才
tdye,1=太爷
tdyh,1=太阳
tdyi,1=太医
tdyr,1=太远
tdyt,1=酞
tdyv,1=挑灯夜战
tdzc,1=太早
tdzi,1=太子
tdzk,1=添丁增口
tdzu,1=太祖
tebp,1=特别
tebw,1=听而不闻
teby,1=痛而不言
teci,1=特此
teda,1=特大
tedg,1=特等
tedi,1=特地
tedk,1=特定
tedm,1=特点
tegs,1=特工
tegv,1=推而广之
tehc,1=特好
tehv,1=堂而皇之
teih,1=特长
teij,1=特产
teji,1=特级
tejk,1=特警
tejw,1=退而结网
tejx,1=特价
tekj,1=特刊
tekk,1=特快
tekx,1=慝
teky,1=特困
teli,1=特例
temd,1=特卖
tenc,1=特
tepd,1=特派
tepi,1=特批
teqc,1=退而求其次
teqi,1=土耳其
teqr,1=特权
tequ,1=特区
tese,1=特色
teue,1=特赦
teui,1=特使
teuu,1=特殊
teuz,1=特首
tevc,1=特招
tevg,1=特征
tevi,1=特质
tevs,1=特种
tewu,1=特务
texk,1=特性
texn,1=特效
texp,1=特写
texu,1=特许
texx,1=忑
teyc,1=特邀
teyi,1=特意
teyt,1=特约
teyx,1=忒
twyx,1=忒
teyz,1=特有
tezx,1=铤而走险
tfbx,1=通风报信
tfdf,1=天翻地覆
tfid,1=头发长见识短
tfjb,1=太费劲
tfju,1=挑肥拣瘦
tfjy,1=听风就是雨
tflx,1=条分缕析
tfmj,1=突飞猛进
tfqx,1=突发奇想
tfvg,1=天府之国
tfwj,1=铁饭碗
tfxk,1=突发性
tfyb,1=天赋异禀
tfym,1=同父异母
tfyt,1=天方夜谭
tgai,1=疼爱
tgbd,1=疼
tgbi,1=同工不同酬
tgbm,1=藤编
tgcu,1=藤
tgdd,1=天公地道
tgdh,1=天高地厚
tgdv,1=天干地支
tgdy,1=天高地远
tgfl,1=太过分了
tgfw,1=腾飞
tggk,1=同甘共苦
tghk,1=天高海阔
tghl,1=退耕还林
tghy,1=天高皇帝远
tghz,1=熥
tgic,1=誊抄
tgiu,1=腾出
tgji,1=铁公鸡
tgjk,1=誊
tgjl,1=偷工减料
tgks,1=腾空
tgle,1=太贵了
tglj,1=谈古论今
tgml,1=天刚蒙蒙亮
tgno,1=腾挪
tgnx,1=吐故纳新
tgoa,1=䲢
tgoi,1=螣
tgom,1=腾
tgou,1=滕
tgox,1=縢
tgqf,1=痛改前非
tgrf,1=天高任鸟飞
tgtg,1=腾腾
tgti,1=同工同酬
tgtn,1=藤条
tgts,1=疼痛
tgwl,1=贪官污吏
tgxi,1=疼惜
tgxk,1=提个醒
tgxp,1=誊写
tgxy,1=腾讯
tgyb,1=铁观音
tgye,1=涂改液
tgyf,1=天各一方
tgyh,1=韬光养晦
tgyi,1=藤椅
tgyj,1=同归于尽
tgyt,1=腾跃
thbc,1=汤包
thbj,1=天花板
thbv,1=蜕化变质
thci,1=搪瓷
thcu,1=糖醋
thda,1=天昏地暗
thdc,1=躺倒
thdd,1=唐代
thdh,1=烫
thdi,1=堂弟
thdk,1=淌
thdl,1=天荒地老
thdp,1=汤
thfa,1=烫发
thfk,1=搪
thgd,1=醍醐灌顶
thge,1=堂哥
thgk,1=唐
thgn,1=偷换概念
thgo,1=糖果
thhl,1=堂皇
thho,1=倘或
thic,1=唐朝
thii,1=汤匙
thik,1=螗
thit,1=螳
thjb,1=钛合金
thje,1=镋
thji,1=汤剂
thjk,1=糖精
thjl,1=糖浆
thjp,1=堂姐
thjt,1=镗
thjx,1=汤加
thkt,1=嘡
thle,1=太好了
thlh,1=螳螂
thlj,1=谈婚论嫁
thlk,1=耥
thll,1=桃红柳绿
thlu,1=土豪劣绅
thlv,1=天花乱坠
thmk,1=糖
thmm,1=汤面
thmt,1=樘
thmw,1=堂妹
thnh,1=徒呼奈何
thnj,1=帑
thnv,1=头昏脑涨
thot,1=膛
thpf,1=汤盆
thpv,1=通货膨胀
thre,1=傥
thrf,1=唐人
thrk,1=倘
thro,1=倘若
thry,1=谈何容易
thsb,1=投怀送抱
thsc,1=堂嫂
thse,1=搪塞
thsg,1=唐僧
thss,1=唐宋
thth,1=堂堂
thtk,1=塘
thtu,1=唐突
thtv,1=拖后腿
thuc,1=汤勺
thuh,1=烫伤
thui,1=唐诗
thuj,1=唐山
thuk,1=躺
thuv,1=糖水
thuz,1=烫手
thve,1=躺着
thvl,1=唐装
thwd,1=挺好玩的
thwk,1=瑭
thwl,1=太好玩了
thwu,1=堂屋
thxe,1=䣘
thxk,1=惝
thxm,1=棠
thxs,1=堂兄
thxt,1=堂
thxx,1=躺下
thyb,1=唐寅
thyc,1=汤药
thyg,1=铁画银钩
thyh,1=头昏眼花
thyi,1=躺椅
thyl,1=太好用了
thyr,1=汤圆
thyx,1=昙花一现
thyy,1=桃花运
thzd,1=躺在
thzt,1=蹚
tian,1=提案
tiar,1=鳀
tiba,1=提拔
tibc,1=提包
tibd,1=剃
tibi,1=提笔
tibn,1=鹈
tibu,1=替补
tibv,1=推崇备至
ticc,1=体操
ticd,1=题材
tici,1=题词
ticy,1=荑
tidb,1=天差地别
tidc,1=提到
tidd,1=替代
tidj,1=天长地久
tidk,1=同仇敌忾
tidm,1=提点
tidp,1=涕
tidu,1=梯度
tidv,1=梯队
tidy,1=天差地远
tidz,1=提兜
tifa,1=体罚
tifo,1=替
tifr,1=提
tifz,1=擿
tigc,1=提高
tige,1=体格
tigh,1=提纲
tigj,1=提干
tigo,1=提过
tigr,1=踢馆
tigs,1=提供
tigv,1=同床共枕
tigx,1=突出贡献
tiho,1=提货
tihr,1=替换
tihv,1=体会
tiia,1=体察
tiig,1=提成
tiih,1=提倡
tiiu,1=提出
tiiv,1=铁杵成针
tiix,1=推陈出新
tiiy,1=提纯
tijg,1=统筹兼顾
tiji,1=体积
tijj,1=同场竞技
tijm,1=体检
tijn,1=提交
tijp,1=题解
tijx,1=提价
tikj,1=啼
tikr,1=提款
tiku,1=题库
tila,1=提拉
tile,1=踢了
tili,1=体力
till,1=体谅
tilm,1=提炼
tilq,1=提留
timc,1=体貌
timk,1=提名
timm,1=体面
timp,1=梯
timr,1=𫘨
timu,1=题目
timv,1=铁杵磨成针
ting,1=体能
tini,1=替你
tinr,1=媞
tinw,1=体内
tiod,1=剔
tior,1=题
tipn,1=䴘
tipo,1=体魄
tipw,1=裼
tiqb,1=提亲
tiqi,1=提起
tiqm,1=提前
tiqq,1=踢球
tiqu,1=提取
tirb,1=体
tirj,1=天长日久
tirk,1=倜
tiro,1=体弱
tiry,1=俶
tisp,1=绨
tisr,1=缇
tisu,1=提速
tita,1=替他
titd,1=体态
titf,1=趯
tith,1=倜傥
titi,1=提提
titj,1=体坛
titm,1=梯田
titp,1=体贴
tits,1=体统
titv,1=同吃同住
tity,1=铁齿铜牙
titz,1=剃头
tiuf,1=替身
tiug,1=提升
tiui,1=提示
tiut,1=逃出生天
tiuu,1=屉
tiuz,1=提手
tivd,1=突出重点
tive,1=提着
tivi,1=体质
tivs,1=体重
tiwd,1=体外
tiwf,1=提问
tiwo,1=替我
tiwr,1=瑅
tiww,1=体味
tixd,1=坦诚相待
tixf,1=痛彻心扉
tixi,1=体系
tixk,1=提醒
tixl,1=体香
tixm,1=体现
tixn,1=体校
tixp,1=提携
tixu,1=体恤
tixw,1=惕
tiyc,1=提要
tiye,1=体液
tiyi,1=提议
tiyj,1=体验
tiym,1=同床异梦
tiyr,1=体院
tiyu,1=体育
tizc,1=提早
tizh,1=逖
tizi,1=梯子
tizj,1=蹄
tizo,1=天秤座
tizw,1=踢
tjbc,1=摊薄
tjbd,1=坦白
tjbf,1=瘫
tjbh,1=痰
tjbk,1=探病
tjbl,1=天机不可泄露
tjbm,1=偷鸡不着蚀把米
tjbw,1=贪杯
tjcd,1=贪财
tjce,1=探测
tjch,1=菼
tjdb,1=投机倒把
tjdc,1=谈到
tjdf,1=滩
tjdh,1=坦荡
tjdi,1=探底
tjdk,1=澹
tjdm,1=摊点
tjdu,1=潭
tjdx,1=同济大学
tjdy,1=天经地义
tjeh,1=炭
tjff,1=碳粉
tjfh,1=探访
tjfj,1=摊贩
tjfm,1=探
tjfu,1=贪腐
tjge,1=探戈
tjgl,1=弹
tjgo,1=谈过
tjgr,1=贪官
tjhc,1=叹号
tjhe,1=弹劾
tjhj,1=讨价还价
tjhl,1=弹簧
tjho,1=炭火
tjhq,1=跳进黄河洗不清
tjhr,1=瘫痪
tjhu,1=袒护
tjhx,1=谈话
tjia,1=探查
tjig,1=坦诚
tjih,1=弹唱
tjii,1=贪吃
tjil,1=弹窗
tjiu,1=弹出
tjja,1=钽
tjjh,1=锬
tjji,1=谈及
tjjl,1=团结就是力量
tjjm,1=探监
tjjq,1=探究
tjjr,1=推己及人
tjju,1=镡
tjkd,1=摊开
tjke,1=坦克
tjkl,1=啴
tjkt,1=塔吉克斯坦
tjky,1=叹
tjkz,1=塔吉克族
tjli,1=弹力
tjlj,1=贪婪
tjlm,1=贪恋
tjlu,1=探路
tjlw,1=探雷
tjly,1=谈论
tjma,1=檀
tjmg,1=偷鸡摸狗
tjmh,1=毯
tjmi,1=探秘
tjmk,1=探明
tjmt,1=榃
tjmu,1=檀木
tjnm,1=贪念
tjos,1=昙
tjpd,1=摊牌
tjpj,1=谈判
tjpk,1=摊平
tjpx,1=天将破晓
tjqb,1=探亲
tjqi,1=叹气
tjqk,1=谈情
tjqq,1=投机取巧
tjqr,1=太极拳
tjrh,1=倓
tjrj,1=坦然
tjrr,1=瘫软
tjsd,1=田径赛
tjse,1=贪色
tjso,1=探索
tjsr,1=碳酸
tjsu,1=碳素
tjta,1=坍塌
tjtc,1=探讨
tjtd,1=坍
tjte,1=忐忑
tjtj,1=谈谈
tjtk,1=探听
tjtm,1=谈天
tjtn,1=弹跳
tjto,1=谈妥
tjts,1=坛
tjtu,1=贪图
tjtz,1=探头
tjue,1=弹射
tjuf,1=探身
tjuh,1=摊上
tjui,1=探视
tjuk,1=坦率
tjux,1=忐
tjvf,1=探针
tjvh,1=探长
tjvi,1=弹指
tjvm,1=脱缰之马
tjvr,1=头角峥嵘
tjvu,1=摊主
tjwa,1=璮
tjwf,1=探问
tjwh,1=探望
tjwj,1=贪玩
tjwu,1=贪污
tjww,1=摊位
tjxb,1=贪心
tjxh,1=惔
tjxi,1=叹息
tjxk,1=弹性
tjxl,1=檀香
tjxm,1=探险
tjxu,1=投井下石
tjxy,1=探寻
tjya,1=弹压
tjyh,1=听君一席话
tjyj,1=坦言
tjyu,1=贪欲
tjyz,1=探幽
tjzh,1=贪赃
tjzi,1=摊子
tjzo,1=瘫坐
tjzu,1=土家族
tjzv,1=贪嘴
tjzz,1=弹奏
tkba,1=挺拔
tkbd,1=停摆
tkbh,1=挺棒
tkbj,1=停板
tkbo,1=停泊
tkbq,1=填空补缺
tkbu,1=停步
tkcd,1=葶
tkco,1=听错
tkcs,1=听从
tkcz,1=莛
tkda,1=挺大
tkdc,1=听到
tkdd,1=渟
tkdh,1=停当
tkdm,1=停电
tkdo,1=挺多
tkds,1=听懂
tkdy,1=停顿
tkei,1=脱口而出
tkfa,1=停发
tkfh,1=停放
tkfj,1=挺烦
tkfw,1=停飞
tkfz,1=挺
tkgc,1=挺高
tkge,1=听歌
tkgk,1=挺怪
tkgo,1=听过
tkgv,1=挺贵
tkgz,1=庭
tkhc,1=挺好
tkhg,1=烃
tkhk,1=挺坏
tkho,1=停火
tkhv,1=挺会
tkhx,1=听话
tkhz,1=听候
tkia,1=挺差
tkid,1=听差
tkie,1=停车
tkig,1=听成
tkij,1=停产
tkiu,1=听出
tkiz,1=蜓
tkjb,1=挺近
tkji,1=停机
tkjl,1=听讲
tkjm,1=听见
tkjq,1=挺久
tkjt,1=听觉
tkju,1=厅局
tkjx,1=挺假
tkjz,1=铤
tkkc,1=停靠
tkke,1=听课
tkkj,1=停刊
tkkk,1=挺快
tkle,1=听了
tklg,1=塔克拉玛干
tkli,1=听力
tklj,1=挺烂
tkll,1=痛快淋漓
tklq,1=停留
tklt,1=痛哭流涕
tklw,1=挺累
tkmh,1=挺忙
tkmj,1=挺慢
tkmk,1=听命
tkmt,1=土库曼斯坦
tkmw,1=桯
tkmz,1=梃
tknd,1=婷
tkng,1=挺能
tknj,1=挺难
tkpd,1=停牌
tkpk,1=听凭
tkqi,1=挺起
tkql,1=挺强
tkqu,1=听取
tkrd,1=停
tkrf,1=听任
tkrr,1=颋
tkrz,1=侹
tksc,1=挺骚
tksd,1=停赛
tkse,1=挺色
tkss,1=挺松
tksu,1=挺俗
tksz,1=𬘩
tktd,1=圢
tkth,1=厅堂
tktk,1=听听
tkts,1=听筒
tkua,1=挺傻
tkuc,1=挺少
tkuf,1=挺身
tkuh,1=庭上
tkui,1=停驶
tkul,1=挺爽
tkuo,1=听说
tkuu,1=挺熟
tkuv,1=停水
tkuz,1=停手
tkvd,1=特快专递
tkve,1=听着
tkvg,1=听证
tkvi,1=停止
tkvj,1=停战
tkvl,1=听装
tkvs,1=听众
tkvu,1=挺住
tkvy,1=挺准
tkvz,1=艇
tkwd,1=亭
tkwf,1=听闻
tkwj,1=听完
tkwz,1=珽
tkxb,1=听信
tkxl,1=挺像
tkxm,1=挺闲
tkxp,1=停歇
tkxs,1=挺胸
tkxx,1=停下
tkyb,1=听音
tkye,1=停业
tkyj,1=挺严
tkyr,1=挺远
tkys,1=停用
tkyz,1=挺有
tkzi,1=亭子
tkzr,1=廷
tlai,1=谈恋爱
tlbh,1=螳螂捕蝉，黄雀在后
tlbi,1=螳螂捕蝉
tlbx,1=桃李不言，下自成蹊
tldw,1=天罗地网
tldx,1=特立独行
tlfj,1=吐鲁番
tlhd,1=挺厉害
tlhl,1=涕泪横流
tlht,1=拖了后腿
tlhv,1=偷梁换柱
tlhw,1=同流合污
tlhz,1=通力合作
tlji,1=拖拉机
tlju,1=铁路局
tlkh,1=脱离苦海
tlkq,1=叹了口气
tlld,1=体力劳动
tlle,1=太累了
tlmx,1=桃李满天下
tlng,1=特立尼达和多巴哥
tlnr,1=天理难容
tlrf,1=同龄人
tlrq,1=天理人情
tlsi,1=托拉斯
tltj,1=谈了谈
tltm,1=舔了舔
tltq,1=挑来挑去
tltv,1=推了推
tluj,1=脱离实际
tlvj,1=屠龙之技
tlvl,1=天伦之乐
tlvu,1=天籁之声
tlvv,1=天理昭昭
tlvy,1=天籁之音
tlwf,1=徒劳往返
tlwg,1=徒劳无功
tlwy,1=徒劳无益
tlxb,1=铁了心
tlxf,1=袒露心扉
tlxi,1=跳梁小丑
tlzi,1=捅娄子
tmaa,1=天啊
tmad,1=天
tmbc,1=填报
tmbg,1=图谋不轨
tmbk,1=天兵
tmbm,1=天边
tmbn,1=填表
tmbu,1=填补
tmbw,1=天命不可违
tmcd,1=天才
tmci,1=天赐
tmck,1=黇
tmda,1=天大
tmdb,1=淟
tmdc,1=天道
tmde,1=他妈的
tmdi,1=天地
tmdj,1=填单
tmdk,1=湉
tmdm,1=甜点
tmdp,1=殄
tmdt,1=沺
tmdu,1=添堵
tmdx,1=添
tmee,1=天鹅
tmff,1=天分
tmfj,1=添饭
tmfu,1=天赋
tmfw,1=捅马蜂窝
tmfx,1=掭
tmgc,1=天高
tmgg,1=田埂
tmgh,1=天罡
tmgi,1=土木工程
tmgj,1=天干
tmgl,1=天光
tmgo,1=天国
tmgs,1=天宫
tmgx,1=甜瓜
tmhe,1=天河
tmhj,1=天寒
tmhl,1=天皇
tmhw,1=天黑
tmhx,1=天花
tmic,1=天朝
tmig,1=天秤
tmih,1=天长
tmii,1=天池
tmij,1=田产
tmil,1=天窗
tmis,1=填充
tmjb,1=天津
tmji,1=天际
tmjk,1=田径
tmjl,1=天将
tmjm,1=田间
tmjn,1=天骄
tmjq,1=甜酒
tmjt,1=钿
tmjx,1=添加
tmkj,1=田坎
tmks,1=天空
tmku,1=田
tmld,1=天籁
tmle,1=太慢了
tmlg,1=天冷
tmli,1=天理
tmlj,1=天蓝
tmll,1=天亮
tmlm,1=田联
tmlo,1=田螺
tmlp,1=填列
tmlr,1=添乱
tmls,1=天龙
tmma,1=天马
tmmb,1=阗
tmmc,1=天猫
tmmf,1=天门
tmmi,1=甜蜜
tmmj,1=填满
tmmk,1=天明
tmml,1=天蒙蒙亮
tmmu,1=天幕
tmmw,1=甜美
tmna,1=天哪
tmnm,1=天年
tmnv,1=天女
tmob,1=晪
tmod,1=盷
tmpb,1=甜品
tmpk,1=天平
tmqg,1=甜
tmqi,1=天气
tmqk,1=天晴
tmqm,1=天谴
tmqn,1=天桥
tmqr,1=填权
tmqx,1=舔
tmre,1=天热
tmrj,1=天然
tmrt,1=佃
tmru,1=填入
tmse,1=天色
tmtb,1=填
tmtd,1=天台
tmth,1=天堂
tmti,1=天梯
tmtj,1=天坛
tmtk,1=天庭
tmtm,1=天天
tmtn,1=天条
tmtw,1=畋
tmtx,1=忝
tmtz,1=甜头
tmue,1=添设
tmuf,1=天神
tmug,1=天生
tmuh,1=天上
tmui,1=天使
tmuj,1=天山
tmuu,1=天书
tmuv,1=天水
tmvf,1=天真
tmvi,1=添置
tmvn,1=天命之年
tmvu,1=天竺
tmwd,1=天外
tmwf,1=天文
tmwh,1=天王
tmws,1=铁面无私
tmww,1=甜味
tmxb,1=甜心
tmxk,1=天性
tmxm,1=天线
tmxp,1=填写
tmxr,1=贪慕虚荣
tmxx,1=天下
tmxz,1=唾沫星子
tmya,1=天涯
tmye,1=田野
tmyi,1=天意
tmyr,1=田园
tmzd,1=天灾
tmzh,1=天葬
tmzi,1=天子
tnak,1=髫
tnam,1=鲦
tnbd,1=窕
tnbj,1=跳板
tnbk,1=糖尿病
tnbo,1=挑拨
tncc,1=跳槽
tnci,1=挑刺
tnck,1=苕
tnco,1=挑错
tndb,1=天南地北
tndi,1=调低
tnds,1=跳动
tndu,1=拖泥带水
tndz,1=挑逗
tnfd,1=挑
tnfr,1=头脑发热
tnfu,1=条幅
tngc,1=调高
tngg,1=调羹
tngo,1=跳过
tngv,1=条规
tnhb,1=天南海北
tnhd,1=跳海
tnhe,1=调和
tnig,1=调成
tnik,1=蜩
tnim,1=粜
tniu,1=跳出
tnjb,1=跳进
tnjd,1=头脑简单
tnji,1=调剂
tnjm,1=条件
tnjn,1=调教
tnjp,1=调节
tnjq,1=调酒
tnjx,1=调价
tnkj,1=调侃
tnkr,1=条款
tnks,1=调控
tnli,1=调理
tnlk,1=条令
tnln,1=调料
tnlz,1=跳楼
tnma,1=条码
tnmk,1=挑明
tnmu,1=条目
tnnf,1=嬥
tnod,1=朓
tnpb,1=调频
tnpd,1=祧
tnpi,1=调皮
tnpn,1=跳票
tnpw,1=调配
tnqi,1=挑起
tnqk,1=调情
tnql,1=跳墙
tnqw,1=探囊取物
tnrd,1=佻
tnry,1=天怒人怨
tnse,1=调色
tnsi,1=突尼斯
tnso,1=挑唆
tnsu,1=调速
tntd,1=跳台
tnti,1=挑剔
tntk,1=调停
tntn,1=条条
tnto,1=跳脱
tntz,1=跳投
tnug,1=跳绳
tnui,1=调试
tnuu,1=条数
tnuv,1=跳水
tnva,1=跳闸
tnve,1=跳着
tnvg,1=调整
tnvi,1=调制
tnvj,1=挑战
tnvk,1=笤
tnvr,1=跳转
tnvy,1=调准
tnvz,1=笤帚
tnwf,1=条文
tnwh,1=眺望
tnwm,1=条
tnwu,1=跳舞
tnww,1=调味
tnxb,1=挑衅
tnxi,1=调戏
tnxk,1=条形
tnxm,1=跳线
tnxp,1=调谐
tnxq,1=调休
tnxr,1=挑选
tnxu,1=调序
tnyh,1=调养
tnyk,1=调
tnyr,1=跳远
tnyt,1=跳跃
tnyy,1=调匀
tnzc,1=跳蚤
tnzd,1=跳
tnzi,1=条子
tnzk,1=迢
tnzv,1=挑嘴
toab,1=𬶍
toam,1=橐
toba,1=拖把
tobw,1=驼背
toci,1=托词
